gene	logfc	fdr
comp16443_c0_seq2_m.23844	-0.522989865	0.797366929
comp16444_c0_seq1_m.8947	-0.120378915	0.865918777
comp16445_c0_seq2_m.17438	-0.305081445	0.606250331
comp16446_c0_seq1_m.8949	-0.323309309	0.471326518
comp16447_c0_seq1_m.24928	0.224181158	0.794691319
comp16448_c0_seq1_m.8950	0.192961431	0.511157944
comp16449_c0_seq1_m.26458	-0.082551041	0.898400672
comp16449_c0_seq1_m.26459	0.122063939	0.941856635
comp16449_c0_seq1_m.26460	0.166666549	0.715648757
comp16449_c0_seq3_m.26462	-0.058157776	0.988955628
comp16450_c0_seq1_m.8951	-0.241469982	0.651471929
comp16451_c0_seq1_m.8953	-0.036823627	0.978000777
comp16452_c0_seq1_m.8955	-0.386395788	0.101268033
comp16453_c0_seq1_m.15265	2.938256863	3.53E-10
comp16454_c0_seq1_m.35378	-0.103840602	0.903385582
comp16454_c0_seq4_m.35379	0.244502892	0.944046354
comp16455_c0_seq1_m.35963	-0.070025446	0.967586194
comp16455_c0_seq1_m.35965	0.338122429	0.79579672
comp16456_c0_seq1_m.39174	-0.391250315	0.512253853
comp16456_c0_seq1_m.39176	-0.322828786	0.973813466
comp16456_c0_seq2_m.39177	-0.536361766	0.56975804
comp16456_c0_seq4_m.39180	-0.253029534	0.643627588
comp16456_c0_seq5_m.39182	-0.253028686	0.643627588
comp16457_c0_seq1_m.8956	0.000296227	0.999726509
comp16457_c0_seq1_m.8957	0.306321906	0.837838156
comp164576_c0_seq1_m.14237	-0.149457574	0.973308859
comp16458_c0_seq1_m.8958	0.167654432	0.920480017
comp16459_c0_seq2_m.27740	0.082414708	0.916994147
comp16460_c0_seq1_m.8959	-0.052713324	0.964276735
comp16461_c0_seq1_m.26190	0.01783044	0.992181737
comp16461_c0_seq1_m.26191	-0.122183304	0.943038072
comp164612_c0_seq1_m.14238	1.340018167	0.30895055
comp164612_c0_seq1_m.14239	1.3400182	0.30895055
comp16462_c0_seq1_m.35311	-0.171524946	0.744132355
comp16462_c0_seq1_m.35312	-0.065622328	0.987227525
comp16463_c0_seq1_m.19206	-0.152066577	0.684413164
comp16463_c0_seq1_m.19208	-0.291858698	0.888617044
comp16464_c0_seq1_m.31865	-0.232001494	0.885626824
comp16464_c0_seq1_m.31866	0.40060312	0.804498972
comp16464_c0_seq10_m.31900	0.344158959	0.948865679
comp16464_c0_seq11_m.31903	-0.345196402	0.950957636
comp16464_c0_seq11_m.31904	-0.232001306	0.885626824
comp16464_c0_seq12_m.31906	-0.231998311	0.885626824
comp16464_c0_seq14_m.31857	0.041968766	0.993716066
comp16464_c0_seq15_m.31910	-0.183790121	0.946329686
comp16464_c0_seq17_m.31918	0.009794932	0.998458255
comp16464_c0_seq18_m.31922	0.041970435	0.993716066
comp16464_c0_seq2_m.31869	0.066030733	0.984905129
comp16464_c0_seq2_m.31870	0.400602697	0.804498972
comp16464_c0_seq20_m.31861	-0.15695924	0.967469023
comp16464_c0_seq3_m.31873	-0.232002034	0.885626824
comp16464_c0_seq3_m.31874	-0.183790809	0.946329686
comp16464_c0_seq3_m.31875	0.400602123	0.804498972
comp16464_c0_seq4_m.31877	-0.232004842	0.885626824
comp16464_c0_seq4_m.31878	-0.018198879	0.993281953
comp16464_c0_seq5_m.31881	0.008535117	0.99676377
comp16464_c0_seq5_m.31882	0.400602411	0.804498972
comp16464_c0_seq6_m.31885	0.066031809	0.984905129
comp16464_c0_seq6_m.31886	-0.018198963	0.993281953
comp16464_c0_seq7_m.31889	-0.125311633	0.985580906
comp16464_c0_seq7_m.31890	-0.232003377	0.885626824
comp16464_c0_seq8_m.31892	-0.232001913	0.885626824
comp16464_c0_seq8_m.31893	-0.156958855	0.967469023
comp16464_c0_seq8_m.31894	0.400604357	0.804498972
comp16464_c0_seq9_m.31896	-0.231999791	0.885626824
comp16464_c0_seq9_m.31897	-0.018198967	0.993281953
comp16465_c0_seq1_m.29098	0.156338136	0.824203333
comp16465_c0_seq2_m.29099	0.194940465	0.847527389
comp16465_c1_seq1_m.29100	0.256931344	0.93633475
comp16465_c1_seq1_m.29101	0.254643028	0.962890655
comp16465_c2_seq1_m.29102	0.42757104	0.153456143
comp164655_c0_seq1_m.14242	-0.474424447	0.479389134
comp164656_c0_seq1_m.14243	-0.865327351	0.3933898
comp16466_c0_seq1_m.8960	0.109331606	0.87678108
comp16467_c0_seq1_m.16500	-0.124453547	0.816579845
comp16467_c0_seq1_m.16501	-0.127443276	0.939253976
comp16468_c0_seq1_m.8961	0.11939963	0.851772635
comp16468_c0_seq1_m.8962	0.019771958	0.993716066
comp16469_c0_seq1_m.8963	-0.030785948	0.978000777
comp1647_c0_seq1_m.402	1.750528076	0.00014439
comp1647_c0_seq1_m.403	1.909909581	0.002525702
comp16470_c0_seq1_m.8965	0.105494983	0.776786318
comp16471_c0_seq1_m.8966	0.309916592	0.824137234
comp16472_c0_seq1_m.16465	0.21668641	0.832811441
comp16472_c0_seq2_m.16466	0.141010492	0.870957492
comp16473_c0_seq1_m.32588	0.069792495	0.958226339
comp16474_c0_seq1_m.22902	-0.095943489	0.879857077
comp16474_c0_seq2_m.22904	-0.015165769	0.992054361
comp16475_c0_seq1_m.19574	0.079403071	0.980152905
comp16475_c0_seq2_m.19575	0.079403079	0.980152905
comp16475_c0_seq3_m.19576	-0.021051187	0.989434369
comp16475_c1_seq1_m.19572	-0.030205965	0.992054361
comp16476_c0_seq1_m.32653	-0.584239304	4.18E-07
comp164764_c0_seq1_m.14247	-0.505074078	0.609714151
comp16477_c0_seq1_m.8967	-0.123000273	0.925482442
comp16478_c0_seq1_m.25717	-0.560684482	0.830790806
comp16478_c0_seq1_m.25718	-0.115483538	0.990414679
comp16478_c0_seq2_m.25719	-0.149749635	0.901840408
comp16478_c0_seq2_m.25720	-0.138680464	0.979749191
comp16479_c0_seq1_m.8969	0.189531981	0.900700305
comp16480_c0_seq1_m.35392	0.027486276	0.987227525
comp16480_c0_seq1_m.35393	0.024444906	0.985580906
comp16480_c1_seq1_m.35394	-0.163623698	0.886449449
comp16481_c0_seq1_m.36336	0.154256359	0.960740548
comp16481_c0_seq2_m.36337	-0.076611916	0.973479186
comp16482_c0_seq1_m.15894	-0.108110497	0.872633351
comp16482_c0_seq2_m.15895	-0.541616851	0.505879371
comp16483_c0_seq1_m.32617	0.21927995	0.802681721
comp16483_c0_seq1_m.32619	0.311173892	0.286642371
comp16483_c0_seq2_m.32620	0.211146325	0.814297566
comp16483_c0_seq2_m.32621	0.366222568	0.494446423
comp16484_c0_seq4_m.29585	-0.027498505	0.985582615
comp16484_c0_seq5_m.29584	-0.11185292	0.953273586
comp16485_c0_seq1_m.8971	0.043772458	0.97536335
comp16486_c0_seq1_m.17524	-0.099762286	0.898230038
comp16486_c0_seq1_m.17525	0.116282324	0.95292589
comp16486_c0_seq2_m.17522	-0.099762263	0.898230038
comp16486_c0_seq2_m.17523	0.116282261	0.95292589
comp16487_c0_seq1_m.21586	-0.117890157	0.890088113
comp164870_c0_seq1_m.14257	0.754522514	0.294990778
comp164877_c0_seq1_m.14259	2.117361377	0.097471548
comp16488_c0_seq1_m.31118	0.148576098	0.962021897
comp16488_c0_seq2_m.31120	-0.143782359	0.795073498
comp16489_c0_seq1_m.8973	-0.157678578	0.855212955
comp16490_c0_seq1_m.8974	-0.122340178	0.831481527
comp16490_c0_seq1_m.8975	-0.160665431	0.946995355
comp16491_c0_seq1_m.8976	-0.470048324	0.16759116
comp16492_c0_seq1_m.8977	-0.271862421	0.656993977
comp16492_c0_seq1_m.8978	-0.305576947	0.428809731
comp164921_c0_seq1_m.14262	-0.418043406	0.805352678
comp16493_c0_seq1_m.8979	0.035217252	0.981033221
comp164931_c0_seq1_m.14264	-5.329098465	0.090187063
comp16494_c0_seq1_m.27722	0.151570391	0.972558192
comp16494_c0_seq1_m.27724	0.132917656	0.946995355
comp16494_c0_seq1_m.27725	0.075790904	0.986700261
comp16494_c0_seq2_m.27726	-0.028696413	0.977728915
comp16494_c0_seq2_m.27728	0.132917784	0.946995355
comp16494_c0_seq3_m.27729	-0.212007041	0.929633761
comp16494_c0_seq3_m.27730	0.075792506	0.986700261
comp16495_c0_seq1_m.21591	-0.271689893	0.359120632
comp16495_c1_seq1_m.21592	-0.230766915	0.739824618
comp16495_c1_seq2_m.21587	-0.52661896	0.301109216
comp16495_c1_seq3_m.21589	0.547996188	0.814293613
comp164951_c0_seq1_m.14265	0.893424833	0.690042794
comp16496_c0_seq1_m.28248	-0.04479441	0.98205216
comp16496_c0_seq2_m.28249	-0.267519777	0.804605655
comp16497_c0_seq1_m.8980	0.198283062	0.846718287
comp16497_c0_seq1_m.8981	0.290028657	0.664624092
comp16498_c0_seq1_m.37502	-0.136821366	0.920555972
comp16498_c0_seq2_m.37504	0.035528929	0.985322998
comp16498_c0_seq3_m.37506	0.249417445	0.870165155
comp16498_c0_seq4_m.37508	0.631948003	0.578951408
comp16499_c0_seq1_m.8982	-0.153871153	0.705083847
comp16500_c0_seq1_m.8984	0.012627223	0.993716066
comp16501_c0_seq1_m.8985	-0.248541996	0.61481541
comp16502_c1_seq1_m.25854	-0.357406051	0.93093613
comp16502_c1_seq1_m.25855	-0.210518318	0.815324352
comp16502_c1_seq2_m.25857	-0.457314739	0.064622806
comp16502_c1_seq3_m.25859	-0.488118931	0.292327321
comp16503_c0_seq1_m.25978	0.02022374	0.992868733
comp16503_c0_seq1_m.25979	-0.719810759	0.15552828
comp16503_c0_seq2_m.25980	-0.476380066	0.264722824
comp16504_c0_seq1_m.30472	0.125146227	0.87678108
comp16505_c0_seq2_m.33817	0.114519542	0.97656255
comp16505_c0_seq3_m.33820	-0.025812852	0.987716417
comp16505_c0_seq5_m.33823	0.114519259	0.97656255
comp16505_c0_seq5_m.33824	-0.02581304	0.987716417
comp16505_c0_seq6_m.33826	-0.025813094	0.987716417
comp16505_c0_seq7_m.33827	0.340982277	0.929018619
comp16505_c0_seq8_m.33828	-0.084332221	0.959013021
comp16506_c0_seq1_m.15867	-0.028680197	0.984587915
comp16506_c0_seq2_m.15868	-0.028680306	0.984587915
comp16506_c0_seq3_m.15869	-0.028680368	0.984587915
comp165061_c0_seq1_m.14267	-0.30585101	0.804027368
comp16507_c0_seq1_m.8987	0.053005148	0.973414713
comp16508_c0_seq1_m.8988	-0.180892975	0.724569512
comp165081_c0_seq1_m.14269	0.560872116	0.310540839
comp16509_c0_seq1_m.8989	-0.016250777	0.98860355
comp16509_c0_seq1_m.8990	-0.095320259	0.959752828
comp16510_c0_seq1_m.8991	0.027210333	0.985580906
comp16511_c0_seq1_m.30812	0.195578285	0.922863962
comp16511_c0_seq2_m.30814	-0.084827926	0.984629355
comp165114_c0_seq1_m.14271	-0.083321121	0.98084376
comp16512_c0_seq1_m.20849	0.014399471	0.993140138
comp16512_c0_seq2_m.20850	0.212028966	0.863949098
comp16512_c0_seq2_m.20851	0.115145823	0.946871087
comp165127_c0_seq1_m.14272	-0.322111495	0.760266951
comp16513_c0_seq1_m.23683	-0.217653566	0.397770374
comp16513_c0_seq3_m.23684	-0.16014602	0.923498368
comp16514_c0_seq1_m.8992	-0.20346062	0.516541343
comp165140_c0_seq1_m.14273	-0.427106215	0.499335208
comp16515_c0_seq1_m.8993	0.065261653	0.908468307
comp16516_c0_seq1_m.8994	-0.009159873	0.992868733
comp16517_c0_seq1_m.8995	-0.021864593	0.989897318
comp16518_c0_seq1_m.8997	0.277564095	0.689470311
comp16518_c0_seq1_m.8999	0.023498006	0.992868733
comp16519_c0_seq1_m.26636	0.036461733	0.984143824
comp16519_c0_seq1_m.26637	0.086490864	0.939879736
comp16519_c0_seq2_m.26639	0.036461703	0.984143824
comp16519_c1_seq1_m.26641	0.10253558	0.939879736
comp16520_c0_seq1_m.9000	-0.189630487	0.327864285
comp16521_c0_seq1_m.9001	-0.041074358	0.972807358
comp165211_c0_seq1_m.14275	-0.399615559	0.734991994
comp16522_c0_seq1_m.32068	0.036573195	0.981033221
comp16523_c0_seq1_m.9002	0.045453533	0.967193988
comp16524_c0_seq1_m.34889	-0.025789503	0.993716066
comp16524_c0_seq1_m.34890	0.293693121	0.793126077
comp16524_c0_seq2_m.34893	-0.104585144	0.931981986
comp16525_c0_seq1_m.9004	-0.116690764	0.851772635
comp16526_c0_seq1_m.22713	-0.157354958	0.907496075
comp16526_c0_seq1_m.22714	-0.417824787	0.3933898
comp16526_c0_seq10_m.22732	-0.304943663	0.486290964
comp16526_c0_seq10_m.22733	-0.226960117	0.898230038
comp16526_c0_seq10_m.22734	-0.157357142	0.907496075
comp16526_c0_seq13_m.22736	-0.149919285	0.932204024
comp16526_c0_seq14_m.22738	-0.304943193	0.486290964
comp16526_c0_seq14_m.22739	-0.149919375	0.932204024
comp16526_c0_seq17_m.22740	-0.157354769	0.907496075
comp16526_c0_seq2_m.22717	-0.304943529	0.486290964
comp16526_c0_seq2_m.22718	-0.157350676	0.907496075
comp16526_c0_seq2_m.22719	-0.417824803	0.3933898
comp16526_c0_seq5_m.22723	-0.417824006	0.3933898
comp16526_c0_seq6_m.22725	-0.304944099	0.486290964
comp16526_c0_seq6_m.22727	-0.417823738	0.3933898
comp16526_c0_seq9_m.22729	-0.226960139	0.898230038
comp16526_c0_seq9_m.22730	-0.157350077	0.907496075
comp165266_c0_seq1_m.14279	0.058407932	0.983705928
comp16527_c0_seq1_m.39280	-0.078650837	0.89532038
comp16528_c0_seq1_m.9005	0.045305572	0.971377037
comp16529_c1_seq1_m.27253	-0.112488853	0.836607408
comp16530_c0_seq1_m.9006	-0.121583858	0.830790806
comp16530_c0_seq1_m.9007	-0.14349959	0.929765186
comp16531_c0_seq1_m.9008	-0.05805151	0.93602358
comp16531_c0_seq1_m.9009	-0.062270698	0.973308859
comp16532_c0_seq1_m.34654	-0.043487358	0.967714496
comp16533_c0_seq1_m.9010	0.132090654	0.885626824
comp16534_c0_seq1_m.27072	-0.204469393	0.671858332
comp16534_c0_seq1_m.27073	-0.19560443	0.802284002
comp16535_c0_seq1_m.9011	-0.063215818	0.944162862
comp165359_c0_seq1_m.14281	-0.448697394	0.712046474
comp16536_c0_seq1_m.35725	0.678452162	0.873577791
comp16536_c0_seq1_m.35726	0.049182335	0.985791083
comp16536_c0_seq1_m.35727	0.054147611	0.986042042
comp16536_c0_seq2_m.35729	-0.18482438	0.868374665
comp16536_c0_seq2_m.35730	0.054148057	0.986042042
comp16537_c0_seq1_m.9012	0.134078994	0.82673807
comp16538_c0_seq1_m.9014	0.037427693	0.973479186
comp16539_c0_seq1_m.9016	-0.152821245	0.88703374
comp16540_c0_seq1_m.29902	0.17873459	0.836607408
comp16540_c0_seq1_m.29903	0.158048184	0.863949098
comp16540_c0_seq1_m.29904	-0.161734822	0.962144767
comp16540_c1_seq1_m.29905	-0.290734776	0.278844994
comp16541_c0_seq1_m.9019	-0.365463061	0.327864285
comp16542_c0_seq4_m.16327	-0.077273444	0.96260564
comp16542_c0_seq6_m.16328	0.777832687	0.098784429
comp16543_c0_seq1_m.25404	2.887241263	3.42E-19
comp16544_c0_seq1_m.9020	5.174752433	4.02E-21
comp16545_c0_seq1_m.32941	-0.187069738	0.848874015
comp16546_c0_seq1_m.9021	0.184729632	0.899825962
comp16547_c0_seq1_m.26686	-0.003571827	0.997541055
comp16547_c0_seq2_m.26687	0.495020081	0.652016
comp16547_c0_seq3_m.26688	0.164460092	0.833762358
comp165475_c0_seq1_m.14283	-0.504803468	0.484432785
comp16548_c0_seq1_m.9022	-0.223374145	0.631584212
comp16549_c1_seq1_m.20400	-0.514969057	0.089357564
comp16550_c0_seq1_m.9023	-0.517758673	0.061458439
comp16551_c0_seq1_m.19740	-0.69183728	0.648854718
comp16551_c0_seq1_m.19741	-0.706719595	0.351479613
comp16551_c0_seq2_m.19742	-0.380000812	0.50913293
comp16551_c0_seq2_m.19743	-0.183792505	0.981033221
comp16552_c0_seq1_m.9025	0.026166679	0.98084376
comp16553_c0_seq1_m.32287	-0.084176512	0.986042042
comp16553_c0_seq2_m.32288	0.212846964	0.933932355
comp165539_c0_seq1_m.14287	-0.352827105	0.883417634
comp16554_c0_seq1_m.32516	-0.267791523	0.918965249
comp16554_c0_seq10_m.32513	-0.592850486	0.770247073
comp16554_c0_seq12_m.32514	-0.4728732	0.615991601
comp16554_c0_seq2_m.32518	-0.267791677	0.918965249
comp16554_c0_seq5_m.32511	-0.472873207	0.615991601
comp16554_c0_seq7_m.32520	-0.254763177	0.667405732
comp16554_c0_seq8_m.32521	-0.254762417	0.667405732
comp16554_c0_seq9_m.32522	-0.776667947	0.728605868
comp16555_c0_seq1_m.9026	-0.034861554	0.988101458
comp16555_c0_seq1_m.9027	-0.061522296	0.964843196
comp16556_c1_seq2_m.16881	-0.097659879	0.914143737
comp16557_c1_seq1_m.17102	-0.314266209	0.64729544
comp16558_c0_seq1_m.21157	0.285837581	0.878475264
comp16558_c0_seq11_m.21165	-0.203905088	0.962042048
comp16558_c0_seq18_m.21170	0.137615437	0.921071758
comp16558_c0_seq2_m.21155	0.054501161	0.990928873
comp16558_c0_seq20_m.21172	-0.009085731	0.997935681
comp16558_c0_seq3_m.21158	0.285837279	0.878475264
comp16558_c0_seq4_m.21156	-0.117034897	0.97402442
comp16558_c0_seq7_m.21161	-0.251344299	0.936719527
comp16558_c0_seq8_m.21162	0.285837282	0.878475264
comp16559_c0_seq1_m.9028	0.032203227	0.988984675
comp16560_c0_seq1_m.15736	-0.112235545	0.925482442
comp16560_c0_seq1_m.15737	0.034056495	0.989665796
comp16560_c0_seq2_m.15738	-0.394792705	0.830790806
comp16560_c0_seq3_m.15739	-0.112235571	0.925482442
comp16560_c0_seq3_m.15740	0.0340581	0.989665796
comp16560_c0_seq4_m.15741	-0.394792714	0.830790806
comp16561_c0_seq1_m.9029	2.255679289	1.30E-08
comp16562_c0_seq1_m.9030	0.062675348	0.937839049
comp165627_c0_seq1_m.14289	-0.261972584	0.925098668
comp16563_c1_seq1_m.9032	-0.104014515	0.954113593
comp16563_c1_seq1_m.9033	3.252484739	0.075853746
comp16564_c0_seq1_m.9034	0.006526636	0.993716066
comp16565_c0_seq1_m.32125	0.353698762	0.920480017
comp16565_c0_seq2_m.32126	-0.077117143	0.927638885
comp16566_c0_seq1_m.32039	0.05817115	0.973813466
comp165667_c0_seq1_m.14291	0.120433543	0.982372454
comp16567_c0_seq1_m.29364	-0.137600238	0.76673601
comp16568_c0_seq1_m.28562	0.000561479	0.999276612
comp16568_c0_seq1_m.28563	-0.281982701	0.536162378
comp16568_c0_seq1_m.28564	0.129815207	0.93959266
comp16569_c0_seq1_m.9035	0.193508055	0.727723018
comp16569_c0_seq1_m.9036	0.195735899	0.871942889
comp16570_c0_seq1_m.9037	-0.303600567	0.059185877
comp16571_c0_seq1_m.9038	-0.87481604	0.050819026
comp16572_c0_seq1_m.9039	-0.095178469	0.939879736
comp16573_c0_seq1_m.39010	0.076176176	0.990471297
comp16573_c0_seq1_m.39011	0.071848541	0.973479186
comp16573_c0_seq2_m.39012	-0.148017918	0.947766228
comp16574_c0_seq1_m.20946	-0.169566912	0.658785905
comp16574_c0_seq2_m.20947	-0.16956686	0.658785905
comp16575_c0_seq1_m.34285	-0.095861813	0.904551617
comp16576_c0_seq1_m.26241	-0.293171882	0.091947408
comp16577_c0_seq1_m.17541	-0.174926597	0.679882186
comp16578_c0_seq1_m.9042	-0.198089695	0.778622617
comp165781_c0_seq1_m.14292	0.211091695	0.898779769
comp16579_c0_seq3_m.35560	-0.250992551	0.796320841
comp16580_c0_seq1_m.9043	-0.13402064	0.829535443
comp16581_c0_seq1_m.9045	-0.212762028	0.496783513
comp16581_c0_seq1_m.9046	0.196864333	0.79813227
comp16582_c0_seq1_m.17499	-0.018565086	0.99226132
comp16582_c0_seq1_m.17500	-0.221042808	0.947396905
comp16582_c0_seq3_m.17503	-0.249202621	0.916383153
comp16582_c0_seq3_m.17504	-0.018564867	0.99226132
comp16583_c0_seq1_m.31467	0.031858477	0.988595463
comp16583_c0_seq2_m.31469	0.212711249	0.846787071
comp16584_c0_seq1_m.9047	-0.057208687	0.966325345
comp16585_c0_seq1_m.38993	-0.015698819	0.993716066
comp16586_c0_seq1_m.17126	0.386314384	0.703398573
comp16586_c0_seq2_m.17127	-0.553884611	0.829256944
comp16586_c0_seq2_m.17128	0.068069439	0.980477634
comp16587_c0_seq1_m.18343	0.293497321	0.909239362
comp16587_c0_seq3_m.18344	-0.200949862	0.980152905
comp16588_c0_seq1_m.9049	-0.036992616	0.97536335
comp16589_c0_seq1_m.9051	-0.032791394	0.986042042
comp16589_c0_seq1_m.9052	-0.419968708	0.884856507
comp16590_c0_seq1_m.9053	-0.398809032	0.623378039
comp16590_c0_seq1_m.9054	-0.271725687	0.916355131
comp16591_c0_seq1_m.9055	-0.048798046	0.96928504
comp16592_c0_seq1_m.9056	0.047629978	0.964843196
comp16593_c0_seq1_m.34775	0.12158154	0.769328335
comp16594_c0_seq1_m.9058	0.103503572	0.93633475
comp16595_c0_seq1_m.9059	0.755060423	0.045274997
comp16596_c0_seq1_m.33382	-0.127787967	0.836607408
comp16597_c0_seq1_m.9060	-0.28664451	0.207938456
comp16598_c0_seq1_m.16275	-0.507278324	0.62858821
comp16598_c0_seq1_m.16276	-0.361024625	0.777968411
comp16598_c0_seq1_m.16277	-0.054433875	0.973098126
comp16598_c0_seq1_m.16278	-0.402822323	0.456518337
comp16599_c0_seq1_m.18447	0.076258951	0.925663961
comp16600_c0_seq1_m.30350	-0.104216921	0.955041823
comp16600_c0_seq3_m.30351	-0.13076775	0.968909098
comp166008_c0_seq1_m.14298	-0.306709217	0.841336544
comp16601_c0_seq1_m.30104	3.756560312	1.29E-10
comp16602_c0_seq1_m.9061	-0.293237137	0.834712324
comp16602_c0_seq1_m.9062	-0.166093919	0.831257882
comp16603_c0_seq1_m.9063	-0.048370143	0.965624343
comp16604_c0_seq1_m.15451	0.11247223	0.93532927
comp16604_c0_seq2_m.15452	0.112472087	0.93532927
comp16605_c0_seq1_m.9064	-0.081703126	0.871477843
comp166056_c0_seq1_m.14300	-0.138302068	0.949343108
comp16606_c0_seq1_m.9066	0.11458861	0.804090772
comp166065_c0_seq1_m.14303	-0.319928288	0.727994871
comp16607_c0_seq1_m.28744	-0.412393135	0.81069539
comp16607_c1_seq1_m.28746	-0.411837125	0.362349201
comp16608_c0_seq1_m.20161	-0.338995801	0.279711006
comp16608_c0_seq2_m.20162	-0.309468015	0.655276478
comp16609_c0_seq1_m.25525	-0.223425928	0.494111418
comp16609_c0_seq1_m.25527	-0.192200962	0.849904155
comp16609_c0_seq2_m.25528	-0.279233627	0.71184571
comp16610_c0_seq1_m.28908	0.194426088	0.973479186
comp16610_c0_seq1_m.28909	0.305271623	0.512253853
comp16610_c0_seq2_m.28912	0.305271494	0.512253853
comp16610_c0_seq2_m.28913	0.424835899	0.670436878
comp16610_c0_seq2_m.28914	0.423529517	0.365873062
comp16610_c0_seq3_m.28916	0.565039886	0.93633475
comp16610_c0_seq3_m.28917	0.305271701	0.512253853
comp16610_c0_seq4_m.28921	0.305271904	0.512253853
comp16610_c0_seq4_m.28922	0.423531531	0.365873062
comp16610_c0_seq5_m.28926	0.784251042	0.053810835
comp16611_c0_seq1_m.28257	-0.075587979	0.948135278
comp16611_c0_seq2_m.28259	0.533330093	0.900700305
comp16612_c0_seq1_m.9068	-0.013638287	0.992054361
comp16613_c0_seq1_m.18638	-0.215103937	0.840962155
comp16613_c0_seq1_m.18639	-0.120829976	0.925482442
comp166130_c0_seq1_m.14305	-0.236925221	0.755524541
comp16614_c0_seq1_m.9069	-0.030858115	0.988595463
comp16615_c0_seq1_m.9070	-0.133008652	0.783695671
comp16615_c0_seq1_m.9072	-0.306218421	0.885101389
comp166151_c0_seq1_m.14306	0.051088292	0.984629355
comp16616_c0_seq1_m.27376	0.320057948	0.421819293
comp16617_c0_seq1_m.23567	-0.167242971	0.789245609
comp16617_c1_seq1_m.23568	-0.176381863	0.791272072
comp16617_c1_seq1_m.23569	-1.270013476	0.64710854
comp16618_c0_seq1_m.22446	0.008798202	0.993716066
comp16618_c0_seq2_m.22447	0.008798195	0.993716066
comp166180_c0_seq1_m.14307	-0.148867003	0.920480017
comp16619_c0_seq1_m.16903	0.150268761	0.875614962
comp16619_c0_seq1_m.16904	-0.203802938	0.94152331
comp16619_c0_seq1_m.16905	0.080722996	0.981033221
comp16619_c0_seq2_m.16906	0.15026854	0.875614962
comp16619_c0_seq2_m.16907	-0.464554709	0.821028995
comp16620_c0_seq1_m.38970	0.229139383	0.858474732
comp16620_c0_seq1_m.38971	-0.503148739	0.510565288
comp16620_c0_seq2_m.38973	0.172311591	0.84375595
comp16621_c0_seq1_m.9073	0.038687778	0.981033221
comp16622_c0_seq1_m.9074	-0.112883315	0.87678108
comp16623_c0_seq1_m.9075	0.560463136	0.146488866
comp16624_c0_seq1_m.9076	-0.171879385	0.827211741
comp16625_c0_seq1_m.21058	-0.047900266	0.984587915
comp16625_c0_seq2_m.21060	-0.047900268	0.984587915
comp16626_c0_seq1_m.36901	0.106895033	0.891059462
comp16626_c0_seq2_m.36902	0.106895182	0.891059462
comp16627_c0_seq1_m.36098	-0.01216954	0.990414679
comp16628_c0_seq1_m.36800	-0.016456643	0.992054361
comp16628_c0_seq3_m.36801	-0.016456643	0.992054361
comp16629_c0_seq1_m.31974	-0.077259951	0.902599265
comp16630_c0_seq1_m.9077	-0.28602126	0.431672254
comp16631_c0_seq1_m.19264	0.841930986	0.557831253
comp16631_c1_seq1_m.19268	0.036227433	0.980152905
comp16632_c0_seq1_m.22436	2.373046967	3.35E-09
comp16633_c0_seq1_m.26799	0.109467576	0.865440617
comp16633_c0_seq1_m.26800	0.119337068	0.931981986
comp16633_c0_seq2_m.26802	0.119337104	0.931981986
comp166339_c0_seq1_m.14310	-0.360387211	0.643662092
comp16634_c0_seq1_m.33391	-0.210868626	0.429963548
comp16635_c0_seq1_m.25397	-0.019602366	0.990320405
comp16635_c0_seq1_m.25398	-0.217445997	0.863092631
comp16635_c0_seq2_m.25399	-0.21020464	0.94794224
comp16635_c0_seq3_m.25401	-0.21744669	0.863092631
comp16635_c0_seq4_m.25402	0.182546774	0.977603737
comp16636_c0_seq1_m.9078	0.032397225	0.977728915
comp16637_c0_seq1_m.30974	-0.137705533	0.949343108
comp16638_c0_seq1_m.9079	0.055340754	0.927180479
comp16639_c0_seq1_m.9081	0.161797847	0.781430142
comp16640_c0_seq1_m.9082	-0.067484676	0.964276735
comp16640_c0_seq1_m.9083	0.023308032	0.987716417
comp16641_c0_seq1_m.9084	0.177482014	0.826852642
comp16642_c0_seq1_m.9085	-0.319735892	0.535585076
comp16642_c0_seq1_m.9086	-0.400916382	0.719580381
comp16643_c0_seq1_m.34153	0.003762309	0.997272683
comp16644_c0_seq1_m.19270	-0.285028159	0.914025569
comp16644_c0_seq1_m.19272	-0.030155147	0.989434369
comp16644_c0_seq2_m.19275	-0.030157707	0.989434369
comp16644_c0_seq3_m.19276	-0.323627397	0.528202035
comp16644_c0_seq3_m.19278	-0.030158925	0.989434369
comp16644_c0_seq4_m.19279	-0.037111293	0.987024644
comp16644_c0_seq4_m.19281	-0.030160398	0.989434369
comp16644_c0_seq5_m.19282	-0.087404818	0.889143721
comp16644_c0_seq5_m.19284	-0.03016161	0.989434369
comp16644_c0_seq6_m.19285	0.233382704	0.769956742
comp16644_c0_seq6_m.19287	-0.030161602	0.989434369
comp16644_c0_seq7_m.19289	-0.135637528	0.937805378
comp16644_c0_seq7_m.19290	-0.030161945	0.989434369
comp16644_c0_seq8_m.19291	-0.200897094	0.829344776
comp16644_c0_seq8_m.19292	-0.740399593	0.95257454
comp16644_c0_seq8_m.19293	-0.030164016	0.989434369
