gene	logfc	fdr
comp124_c0_seq1_m.28	2.452884962	8.97E-07
comp12400_c0_seq1_m.33831	0.000313561	0.999276612
comp12400_c0_seq2_m.33832	0.000313306	0.999276612
comp12401_c0_seq1_m.6144	0.372929143	0.48328555
comp12402_c0_seq1_m.35721	-0.22097893	0.949343108
comp12402_c0_seq1_m.35722	-0.361757326	0.939879736
comp12402_c0_seq2_m.35723	0.535595665	0.903486555
comp12402_c0_seq2_m.35724	-0.361757463	0.939879736
comp12404_c0_seq4_m.35428	-0.041248285	0.993716066
comp12404_c0_seq7_m.35430	0.347596504	0.15795231
comp124046_c0_seq1_m.13457	0.293424551	0.843133134
comp124049_c0_seq1_m.13458	0.858173531	0.628378701
comp12406_c0_seq1_m.22641	-0.060411951	0.968909098
comp12406_c0_seq2_m.22642	-0.082515538	0.97536335
comp12407_c0_seq1_m.33394	-0.217867925	0.776786318
comp12407_c0_seq1_m.33395	-0.358996125	0.867402844
comp12407_c0_seq3_m.33396	0.32344921	0.298448323
comp124077_c0_seq1_m.13462	-0.184946688	0.925848424
comp12408_c0_seq1_m.33769	-0.095062404	0.888617044
comp12408_c0_seq1_m.33770	-0.243925864	0.762401411
comp124085_c0_seq1_m.13464	-0.141107131	0.944046354
comp12409_c0_seq2_m.37488	-0.070831369	0.980803656
comp124090_c0_seq1_m.13465	-0.057012379	0.979765305
comp12410_c0_seq3_m.19857	0.185999201	0.942812361
comp12410_c0_seq4_m.19859	1.021144136	0.000833045
comp12411_c0_seq1_m.25862	0.159940945	0.699588333
comp12412_c0_seq1_m.6145	0.037781387	0.980152905
comp12413_c0_seq1_m.39089	0.057532861	0.949343108
comp12413_c0_seq1_m.39090	-0.043376014	0.995601379
comp124133_c0_seq1_m.13467	0.116762155	0.965260083
comp124133_c0_seq1_m.13468	-0.213209967	0.912834706
comp12414_c0_seq1_m.6146	-0.069220676	0.967105311
comp12415_c0_seq1_m.36490	-0.109952103	0.961829217
comp12416_c0_seq1_m.6147	0.202694798	0.797366929
comp124166_c0_seq1_m.13469	-0.517014709	0.5075176
comp12417_c0_seq1_m.6148	0.135846388	0.942812361
comp12417_c0_seq1_m.6149	0.071543372	0.975047552
comp12418_c0_seq1_m.18260	-0.543650289	0.476050732
comp12418_c0_seq2_m.18261	0.449533283	0.837050081
comp124180_c0_seq1_m.13470	-0.194098474	0.887699589
comp12419_c0_seq1_m.27776	1.115234589	0.202398911
comp12419_c0_seq1_m.27777	0.450481934	0.511157944
comp124196_c0_seq1_m.13472	0.251310154	0.901380034
comp12420_c0_seq1_m.6150	-0.002616847	0.997895896
comp124200_c0_seq1_m.13473	-0.120129825	0.970076587
comp12421_c0_seq1_m.6151	-0.048377621	0.974637712
comp12422_c0_seq1_m.6152	0.05651808	0.978000777
comp12422_c0_seq1_m.6153	-0.041059581	0.990632572
comp12422_c0_seq1_m.6154	-0.145552647	0.956755265
comp12423_c0_seq1_m.37172	-0.017827749	0.987227525
comp12424_c0_seq1_m.24233	-0.00096692	0.99927636
comp12424_c0_seq2_m.24234	0.08395278	0.967771114
comp12424_c0_seq3_m.24235	-0.077809903	0.979432487
comp124240_c0_seq1_m.13476	-0.488817451	0.520614393
comp12425_c0_seq1_m.31756	0.077225338	0.909239362
comp124253_c0_seq1_m.13477	0.021247943	0.993716066
comp12426_c0_seq1_m.23881	0.038053958	0.979765305
comp12426_c0_seq1_m.23882	0.189372977	0.839711688
comp124260_c0_seq1_m.13478	-0.279279947	0.839526357
comp124263_c0_seq1_m.13479	-0.561884655	0.778155231
comp12427_c0_seq1_m.26229	-0.705481584	0.412904133
comp12427_c0_seq2_m.26230	-0.150050241	0.731233671
comp12428_c0_seq1_m.6155	-0.148306757	0.871521444
comp12429_c0_seq1_m.6156	0.271737977	0.758733896
comp124292_c0_seq1_m.13480	-0.346872015	0.477548932
comp1243_c0_seq1_m.328	-0.109161415	0.963240764
comp12430_c0_seq1_m.6157	-0.04251562	0.97402442
comp12431_c0_seq1_m.17531	-0.188795685	0.847355703
comp12431_c0_seq1_m.17532	-0.161104836	0.918852619
comp12431_c0_seq2_m.17533	0.909313812	0.053485381
comp12432_c0_seq1_m.6159	0.186678387	0.700346362
comp12433_c0_seq1_m.6161	1.377348934	0.007879002
comp12434_c1_seq1_m.33511	-0.216623254	0.724148787
comp12435_c0_seq1_m.6163	0.046114043	0.961497659
comp12436_c0_seq1_m.31130	-0.010339691	0.993716066
comp12436_c0_seq3_m.31131	1.035766089	0.005382994
comp124362_c0_seq1_m.13484	2.18857396	1.64E-05
comp12437_c0_seq1_m.6164	-0.136518168	0.807056453
comp12437_c0_seq1_m.6165	-0.233289788	0.683674753
comp124370_c0_seq1_m.13487	-0.111785386	0.946871087
comp12438_c0_seq1_m.6166	-0.150634707	0.887309487
comp12439_c0_seq1_m.37075	0.26372083	0.731233671
comp12439_c0_seq2_m.37076	0.107385421	0.968909098
comp12439_c0_seq2_m.37077	1.072467747	0.390088863
comp124398_c0_seq1_m.13489	0.187705491	0.909791856
comp12440_c0_seq1_m.6167	0.114703928	0.941671949
comp124406_c0_seq1_m.13490	1.669631888	0.261493897
comp124406_c0_seq1_m.13491	0.828896907	0.840495846
comp12441_c0_seq1_m.35041	0.089553828	0.966561134
comp12441_c0_seq1_m.35042	0.185123221	0.86663539
comp12441_c0_seq1_m.35043	-0.066143444	0.977728915
comp12441_c0_seq1_m.35044	0.292717986	0.712046474
comp12441_c0_seq1_m.35045	0.266388816	0.967244032
comp12441_c0_seq1_m.35046	-0.20795672	0.824008497
comp12441_c0_seq2_m.35047	0.089552035	0.966561134
comp12441_c0_seq2_m.35048	0.185123816	0.86663539
comp12441_c0_seq2_m.35049	-0.066143421	0.977728915
comp12441_c0_seq2_m.35050	0.292717916	0.712046474
comp12441_c0_seq2_m.35051	0.266388816	0.967244032
comp12441_c0_seq2_m.35052	-0.207956718	0.824008497
comp12441_c0_seq2_m.35053	0.066060009	0.965253713
comp12441_c0_seq3_m.35054	0.089553703	0.966561134
comp12441_c0_seq3_m.35055	0.185123311	0.86663539
comp12441_c0_seq3_m.35056	-0.129411182	0.902599265
comp12441_c0_seq3_m.35057	-0.066143378	0.977728915
comp12441_c0_seq3_m.35058	0.292717938	0.712046474
comp12441_c0_seq4_m.35059	0.089553465	0.966561134
comp12441_c0_seq4_m.35060	0.185123344	0.86663539
comp12441_c0_seq4_m.35061	-0.129411188	0.902599265
comp12441_c0_seq4_m.35062	-0.066143396	0.977728915
comp12441_c0_seq4_m.35063	0.292717957	0.712046474
comp12441_c0_seq4_m.35064	0.066060012	0.965253713
comp12442_c0_seq1_m.37900	-0.059677255	0.958644295
comp12443_c0_seq1_m.17911	-0.03333793	0.986042042
comp12443_c0_seq2_m.17915	-0.033336412	0.986042042
comp12443_c0_seq3_m.17913	-0.033335171	0.986042042
comp12443_c0_seq3_m.17914	-0.130995924	0.820068155
comp12443_c0_seq4_m.17917	-0.033333484	0.986042042
comp12443_c0_seq4_m.17918	-0.130995287	0.820068155
comp12444_c0_seq1_m.6168	0.059289175	0.962212564
comp124444_c0_seq1_m.13493	-0.339620315	0.858474732
comp12445_c0_seq1_m.6169	0.226934749	0.620365266
comp12446_c0_seq1_m.6170	-0.0529608	0.97402442
comp12446_c0_seq1_m.6171	-0.107226211	0.944046354
comp12447_c0_seq1_m.6172	0.058704138	0.956023802
comp124472_c0_seq1_m.13494	-0.286880965	0.68091263
comp124473_c0_seq1_m.13495	-0.576846248	0.427990646
comp12448_c0_seq2_m.28808	0.273500695	0.981033221
comp12448_c0_seq5_m.28810	0.517124685	0.962890655
comp12449_c0_seq1_m.6174	-0.05975957	0.962219924
comp12450_c0_seq1_m.17067	-0.180601755	0.60436116
comp12451_c0_seq1_m.19797	-0.143768025	0.679882186
comp12452_c0_seq1_m.17272	-0.119228549	0.907496075
comp12452_c0_seq1_m.17274	0.24087156	0.824008497
comp12453_c0_seq2_m.38274	0.667048512	0.005651614
comp12454_c0_seq1_m.6175	-0.006990556	0.996317208
comp124542_c0_seq1_m.13496	-0.202712697	0.878475264
comp12455_c0_seq1_m.18393	-0.514966848	0.72481593
comp12455_c0_seq10_m.18425	-0.21637672	0.887699589
comp12455_c0_seq11_m.18427	-0.752283805	0.525726402
comp12455_c0_seq12_m.18429	-0.75228383	0.525726402
comp12455_c0_seq2_m.18397	-0.514967078	0.72481593
comp12455_c0_seq3_m.18401	-0.514966454	0.72481593
comp12455_c0_seq3_m.18402	-0.216375331	0.887699589
comp12455_c0_seq5_m.18408	-0.514966749	0.72481593
comp12455_c0_seq5_m.18409	-0.216373982	0.887699589
comp12455_c0_seq7_m.18415	-0.847267269	0.679324174
comp12455_c0_seq8_m.18418	-0.847267088	0.679324174
comp12455_c0_seq9_m.18422	-0.216374155	0.887699589
comp12457_c0_seq1_m.17259	0.010240464	0.993537422
comp12457_c0_seq1_m.17260	-0.243869191	0.89532038
comp124576_c0_seq1_m.13497	-0.126218867	0.968909098
comp12458_c0_seq1_m.6176	0.264959838	0.8423394
comp124581_c0_seq1_m.13498	-0.275369381	0.632762627
comp12459_c0_seq1_m.31082	-0.097357106	0.936207287
comp12459_c0_seq2_m.31084	-0.097357088	0.936207287
comp1246_c0_seq1_m.330	0.006882947	0.998458255
comp12460_c0_seq1_m.33743	0.035600469	0.98084376
comp12460_c0_seq1_m.33744	-0.126150107	0.94027852
comp12460_c0_seq2_m.33745	0.035602755	0.98084376
comp12460_c0_seq2_m.33746	-0.126150975	0.94027852
comp12461_c0_seq1_m.6180	0.168816429	0.9018985
comp12462_c0_seq1_m.6181	-0.19928195	0.852044732
comp12462_c0_seq1_m.6182	-0.028748579	0.987024644
comp12463_c0_seq1_m.16736	-0.230431681	0.478740432
comp12463_c0_seq1_m.16737	-0.042544884	0.978570074
comp12463_c0_seq2_m.16738	-0.23042989	0.478715815
comp12463_c0_seq2_m.16739	-0.012626005	0.994645877
comp12463_c0_seq3_m.16740	-0.230429834	0.478715815
comp12463_c0_seq3_m.16741	0.281060076	0.888617044
comp124638_c0_seq1_m.13499	-0.60787226	0.701297334
comp12464_c0_seq1_m.36400	-0.296582964	0.065937778
comp12464_c0_seq1_m.36401	-0.189519131	0.641087828
comp12464_c0_seq1_m.36402	-0.028386229	0.994543634
comp12464_c0_seq1_m.36403	0.154520907	0.909239362
comp12464_c0_seq2_m.36404	-0.189519106	0.641087828
comp12464_c0_seq2_m.36405	-0.028385937	0.994543634
comp12464_c0_seq2_m.36406	0.154520884	0.909239362
comp12465_c0_seq1_m.34324	0.079207487	0.911503742
comp12465_c0_seq2_m.34325	0.475394428	0.925482442
comp12466_c0_seq1_m.6183	0.014546018	0.992868733
comp124666_c0_seq1_m.13500	0.240080588	0.843592515
comp12467_c0_seq1_m.6185	-0.159966995	0.619477773
comp12467_c0_seq1_m.6186	-0.105194633	0.977694103
comp12468_c0_seq1_m.6187	0.013814929	0.993716066
comp12468_c0_seq1_m.6188	0.032431361	0.982286482
comp12469_c0_seq1_m.37113	-0.530214786	0.498368525
comp12469_c0_seq2_m.37114	-0.184555003	0.758733896
comp124696_c0_seq1_m.13501	0.537676746	0.581339575
comp1247_c0_seq1_m.331	-0.577387029	0.555864092
comp12471_c0_seq1_m.6189	0.926284701	0.001868743
comp12472_c0_seq1_m.22006	-0.072540749	0.959052225
comp12473_c0_seq1_m.29851	0.030853989	0.979620106
comp12474_c0_seq1_m.21912	-0.085755115	0.965253713
comp12474_c0_seq1_m.21913	0.431655553	0.2296381
comp12474_c0_seq2_m.21914	-0.085755175	0.965253713
comp12474_c0_seq2_m.21915	0.431655388	0.2296381
comp12475_c0_seq1_m.6190	0.361895065	0.63116926
comp12476_c0_seq1_m.37884	-0.12188526	0.720279211
comp12476_c0_seq1_m.37885	-0.879969398	0.372623207
comp12476_c0_seq1_m.37886	-0.343683785	0.803052438
comp12477_c0_seq1_m.26995	-0.469465505	0.724148787
comp12477_c0_seq3_m.26996	-0.022304775	0.992396637
comp12477_c0_seq4_m.26997	-1.768528767	1.22E-07
comp124772_c0_seq1_m.13503	-0.638096861	0.352203203
comp12478_c0_seq1_m.6191	0.234147271	0.839740758
comp12479_c0_seq1_m.6192	-0.325186149	0.118285572
comp12480_c0_seq1_m.6193	-0.051894685	0.981033221
comp12480_c0_seq1_m.6194	0.196387917	0.900700305
comp12481_c0_seq1_m.30717	-0.348659998	0.805338071
comp12482_c0_seq1_m.20063	0.026265354	0.979765305
comp12483_c0_seq1_m.33157	-0.129150313	0.908116253
comp12483_c0_seq2_m.33158	3.265035105	9.21E-09
comp12483_c0_seq3_m.33159	-0.374099998	0.865440617
comp12484_c0_seq1_m.6196	-0.219844486	0.82673807
comp12485_c0_seq1_m.6197	-0.210759001	0.559868732
comp12486_c0_seq1_m.17091	0.114422359	0.887699589
comp124862_c0_seq1_m.13505	-0.635179711	0.357273015
comp12487_c0_seq1_m.27786	-0.097757945	0.871477843
comp12489_c0_seq1_m.6198	-0.082394873	0.962212564
comp12490_c0_seq1_m.6199	-0.015679207	0.993716066
comp12490_c0_seq1_m.6200	-0.290552703	0.837508695
comp12491_c0_seq1_m.6201	0.263443298	0.744132355
comp124929_c0_seq1_m.13507	0.711918949	0.475250063
comp12493_c0_seq1_m.32153	-0.267856201	0.598623998
comp12493_c0_seq1_m.32154	-0.197815448	0.848672338
comp12493_c0_seq2_m.32156	-0.267857572	0.598623998
comp12493_c0_seq2_m.32157	-0.197811555	0.848672338
comp12494_c0_seq1_m.18383	-0.064796401	0.942606685
comp12494_c0_seq2_m.18384	-0.064796317	0.942606685
comp124947_c0_seq1_m.13509	2.283006594	4.20E-07
comp12495_c0_seq1_m.6202	0.996885568	0.000779416
comp12497_c0_seq1_m.6204	0.018687706	0.986042042
comp124972_c0_seq1_m.13510	1.968266302	5.75E-05
comp12498_c0_seq2_m.24531	-0.024460929	0.993716066
comp12499_c0_seq1_m.6206	0.021043057	0.992054361
comp12500_c0_seq1_m.29638	-0.107880069	0.902599265
comp12500_c0_seq2_m.29639	-0.107880175	0.902599265
comp125009_c0_seq1_m.13511	-0.239138669	0.839418804
comp12501_c0_seq2_m.27819	2.74778025	2.31E-06
comp12502_c0_seq1_m.21400	-0.031728396	0.984629355
comp12502_c1_seq1_m.21401	-0.207892048	0.718011901
comp125020_c0_seq1_m.13512	-0.075480152	0.985322998
comp125029_c0_seq1_m.13513	-0.15440436	0.98084376
comp12504_c0_seq1_m.6207	-0.017692983	0.990928873
comp12504_c0_seq1_m.6208	-0.044343604	0.977728915
comp12505_c0_seq1_m.6209	0.005152486	0.993716066
comp12505_c0_seq1_m.6210	0.160766911	0.984143824
comp12505_c0_seq1_m.6212	0.163984053	0.977202614
comp125051_c0_seq1_m.13515	0.072584091	0.984644153
comp12506_c0_seq1_m.6213	-0.192024061	0.598967774
comp12507_c0_seq1_m.27396	-0.25558296	0.680416729
comp12507_c0_seq1_m.27397	-0.347164286	0.89532038
comp125070_c0_seq1_m.13516	-0.748250587	0.78630388
comp12508_c0_seq1_m.16705	-0.008389826	0.993716066
comp12508_c0_seq1_m.16706	-0.037860148	0.988379935
comp12509_c0_seq1_m.6215	0.101906135	0.910668167
comp12510_c0_seq1_m.6216	-0.189115486	0.908603413
comp12510_c0_seq1_m.6217	-0.194647043	0.499335208
comp12511_c0_seq1_m.6218	-0.246757374	0.704665195
comp12512_c0_seq1_m.33790	-0.31248054	0.614281889
comp12513_c0_seq1_m.6219	-0.220265803	0.701297334
comp12514_c0_seq1_m.22058	0.024553118	0.987775584
comp125152_c0_seq1_m.13519	-0.469792618	0.629371185
comp12516_c0_seq1_m.16307	-0.082675626	0.916417507
comp12516_c0_seq3_m.16310	0.120224839	0.937805378
comp12517_c0_seq1_m.6220	0.157872031	0.865440617
comp125177_c0_seq1_m.13521	-0.201587345	0.834832642
comp12518_c0_seq1_m.6221	-0.356936625	0.632639753
comp12519_c2_seq1_m.33355	0.023636331	0.985322998
comp12519_c3_seq1_m.33356	3.396034087	3.11E-22
comp12519_c4_seq1_m.33357	1.581515167	4.83E-08
comp12519_c4_seq1_m.33358	2.041837613	0.000134373
comp12520_c0_seq1_m.28598	-0.071792505	0.97402442
comp12520_c0_seq1_m.28599	0.074918334	0.974848601
comp12520_c0_seq1_m.28601	-0.347243354	0.671270348
comp12520_c0_seq1_m.28602	-0.554564444	0.126223385
comp12520_c0_seq11_m.28611	-0.399797387	0.836607408
comp12520_c0_seq3_m.28605	-0.117127769	0.847601645
comp12520_c0_seq3_m.28606	-0.071791465	0.97402442
comp12520_c0_seq4_m.28608	-0.499698104	0.398205601
comp12520_c0_seq5_m.28603	-0.499698135	0.398205601
comp12520_c0_seq7_m.28609	-0.499698035	0.398205601
comp12520_c0_seq8_m.28610	-0.399798059	0.836607408
comp12520_c0_seq9_m.28604	-0.39979802	0.836607408
comp12521_c0_seq1_m.6222	-0.274840908	0.443734416
comp12522_c0_seq1_m.6223	0.411481704	0.783779341
comp12523_c0_seq1_m.6224	0.129686509	0.928898719
comp12523_c0_seq1_m.6225	0.232634001	0.810127959
comp12524_c0_seq1_m.6226	-0.415188273	0.340807779
comp12524_c0_seq1_m.6227	-0.331147108	0.614774096
comp12525_c0_seq1_m.6228	-0.033438765	0.980477634
comp12525_c0_seq1_m.6229	0.000350221	0.999742279
comp12526_c0_seq1_m.32530	0.079115331	0.992136135
comp12526_c0_seq2_m.32531	-0.093215447	0.920555972
comp12527_c0_seq1_m.38139	0.292209734	0.804498972
comp12527_c0_seq2_m.38140	0.037580668	0.987716417
comp12528_c0_seq1_m.15410	0.0222842	0.985322998
comp12529_c0_seq1_m.6230	-0.212541826	0.868374665
comp12529_c0_seq1_m.6231	0.034392944	0.980152905
comp12531_c0_seq1_m.15556	-0.194670057	0.864003861
comp12532_c0_seq1_m.16870	0.111222496	0.769328335
comp12532_c0_seq2_m.16871	-0.292065653	0.613037943
comp12532_c0_seq2_m.16872	-0.28966245	0.770441639
comp12533_c0_seq1_m.23902	0.135234092	0.89532038
comp12534_c0_seq1_m.24597	-0.176314384	0.792770086
comp12534_c0_seq1_m.24599	-0.095622447	0.962890655
comp12534_c0_seq1_m.24600	0.10787403	0.93633475
comp12534_c0_seq2_m.24593	-0.176315246	0.792770086
comp12534_c0_seq2_m.24595	-0.095622284	0.962890655
comp12534_c0_seq2_m.24596	0.107872977	0.93633475
comp12534_c0_seq3_m.24601	-0.176314637	0.792770086
comp12534_c0_seq3_m.24603	-0.09562229	0.962890655
comp12534_c0_seq4_m.24604	-0.176314865	0.792770086
comp12534_c0_seq4_m.24606	-0.095622319	0.962890655
comp12535_c0_seq1_m.6233	0.234482692	0.805552115
comp12535_c0_seq1_m.6234	0.464443503	0.434934008
comp125350_c0_seq1_m.13524	-0.260790056	0.824008497
comp12536_c0_seq1_m.6235	-0.049956657	0.981033221
comp12537_c0_seq1_m.6236	0.407768185	0.339556094
comp12538_c0_seq1_m.6237	-0.056954937	0.980818951
comp12539_c0_seq1_m.6238	1.213075173	1.45E-05
comp12540_c0_seq2_m.16555	-0.040109643	0.98084376
comp125407_c0_seq1_m.13525	-0.4967203	0.270393516
comp12541_c0_seq1_m.6239	0.233177362	0.527431958
comp12542_c0_seq1_m.6240	-0.130952051	0.925482442
comp12543_c0_seq1_m.6241	-0.187487343	0.544175799
comp12544_c0_seq1_m.29684	-0.096013631	0.977728915
comp12544_c0_seq2_m.29685	0.144622274	0.766813282
comp12545_c0_seq1_m.17803	-0.2142434	0.67818143
comp12545_c0_seq1_m.17804	0.062009527	0.978000777
comp12545_c0_seq3_m.17806	-0.140720297	0.944745322
comp12546_c0_seq1_m.6242	0.237197626	0.865885959
comp12547_c0_seq1_m.6243	-0.051993576	0.971377037
comp12548_c0_seq1_m.16042	0.336457653	0.699112194
comp12548_c0_seq2_m.16043	-0.316798885	0.402030543
comp125488_c0_seq1_m.13532	0.385069164	0.751570936
comp12549_c0_seq1_m.6244	0.653814117	0.108217933
comp12550_c0_seq1_m.6245	-0.132136017	0.950120334
comp12552_c0_seq1_m.6246	0.179317059	0.730283394
comp12553_c0_seq1_m.6248	-0.228524831	0.673350486
comp125534_c0_seq1_m.13533	-0.952167319	0.102805783
comp12555_c0_seq1_m.19571	-0.411256099	0.905153601
comp12556_c0_seq1_m.36315	-0.385278283	0.343999146
comp12557_c2_seq1_m.30698	-0.089988536	0.96928504
comp12558_c0_seq1_m.6250	-0.059178994	0.975858832
comp125588_c0_seq1_m.13535	-0.29565719	0.827673878
comp12559_c0_seq1_m.26644	-0.048366964	0.990928873
comp12559_c0_seq2_m.26645	-0.017074376	0.993716066
comp1256_c0_seq1_m.332	0.072874682	0.979639644
comp12560_c0_seq1_m.6251	-0.100662088	0.909239362
comp12560_c0_seq1_m.6252	-0.171919413	0.934791762
comp125608_c0_seq1_m.13537	-0.27943069	0.867726817
comp12561_c0_seq1_m.6253	-0.194881444	0.794858288
comp12562_c0_seq1_m.19519	-0.221542797	0.74672551
comp12562_c1_seq1_m.19521	-0.036884893	0.981033221
comp12562_c1_seq2_m.19522	-0.71474426	0.328537309
comp125627_c0_seq1_m.13538	-0.021441961	0.993346565
comp12563_c0_seq1_m.6254	0.172755662	0.927180479
comp12564_c0_seq1_m.32571	0.075634146	0.914143737
comp12564_c0_seq1_m.32572	0.206629253	0.880654463
comp12564_c0_seq1_m.32573	0.003128959	0.998722079
comp12564_c0_seq2_m.32574	0.075634194	0.914143737
comp12564_c0_seq2_m.32575	0.206629177	0.880654463
comp12564_c0_seq2_m.32576	0.003128855	0.998722079
comp12565_c0_seq1_m.6255	-0.557896419	0.432991155
comp125658_c0_seq1_m.13539	-0.303057436	0.74853288
comp12566_c0_seq1_m.6256	-0.242213092	0.762401411
comp125664_c0_seq1_m.13540	-0.287927452	0.555858116
comp12567_c0_seq1_m.6257	3.876931584	1.73E-08
comp12568_c0_seq1_m.6258	0.296122626	0.88423554
comp12569_c0_seq1_m.6259	0.036947739	0.975047552
comp1257_c0_seq1_m.333	-0.60617002	0.363288178
comp12570_c0_seq1_m.6260	0.163869071	0.69225992
comp125701_c0_seq1_m.13541	-2.661323641	0.003032845
comp12571_c0_seq1_m.6261	-0.240416881	0.288647127
comp12571_c0_seq1_m.6262	-0.555368558	0.765523645
comp12571_c0_seq1_m.6263	-0.064458068	0.967193988
comp12572_c0_seq1_m.6264	-0.078353476	0.910774578
comp125722_c0_seq1_m.13542	0.237116431	0.843073153
comp12573_c0_seq1_m.23204	-0.241891723	0.685853841
comp12573_c0_seq2_m.23205	0.197617432	0.947906545
comp12574_c0_seq1_m.6265	1.221736024	9.04E-07
comp125741_c0_seq1_m.13543	1.33606839	0.263121952
comp12575_c0_seq1_m.6266	-0.025841636	0.980152905
comp12576_c0_seq1_m.6267	-0.0891132	0.968416447
comp12577_c0_seq1_m.6268	-0.036330622	0.976233844
comp12578_c0_seq1_m.28439	-0.461018395	0.232684519
comp12579_c0_seq1_m.23416	0.078035851	0.925392061
comp12580_c0_seq1_m.6270	0.224547689	0.611915982
comp12581_c0_seq1_m.19126	-0.087559754	0.914481048
comp12581_c0_seq2_m.19128	-0.252410908	0.747317699
comp12581_c0_seq6_m.19130	0.260009969	0.864322908
comp12581_c0_seq7_m.19131	0.153709649	0.945790742
comp125811_c0_seq1_m.13544	-0.405405654	0.779660112
comp12582_c0_seq1_m.6271	-0.351404398	0.558494416
comp12582_c0_seq1_m.6272	-0.266682202	0.872633351
comp12583_c0_seq1_m.6273	-0.005395642	0.993716066
comp12584_c0_seq1_m.6274	0.023045563	0.992054361
comp12585_c0_seq1_m.6275	1.180707949	6.65E-06
comp12585_c0_seq1_m.6276	0.922647512	0.003898344
comp12586_c0_seq1_m.6277	-0.047073488	0.980152905
comp12586_c0_seq1_m.6278	-0.028734087	0.993716066
comp12587_c0_seq1_m.6279	0.375603449	0.285579875
comp12588_c0_seq1_m.21685	-0.040730771	0.986042042
comp12588_c0_seq2_m.21686	-0.040729895	0.986042042
comp12588_c0_seq3_m.21687	-0.092764491	0.936719527
comp12589_c0_seq1_m.26251	-0.020809857	0.987716417
comp12590_c0_seq1_m.6281	0.223049037	0.760088294
comp125901_c0_seq1_m.13547	-0.646948667	0.248352293
comp12591_c0_seq1_m.23144	-0.076456326	0.964843196
comp12591_c0_seq2_m.23145	-0.076454559	0.964843196
comp12592_c0_seq1_m.6282	0.12827027	0.868602092
comp12593_c0_seq1_m.6283	-0.115981281	0.898230038
comp12593_c0_seq1_m.6284	0.114011134	0.979252101
comp12594_c0_seq1_m.6285	0.159890567	0.549292975
comp12595_c0_seq1_m.6286	-0.088971246	0.967105311
comp12595_c0_seq1_m.6287	-0.275578434	0.890210244
comp12596_c0_seq1_m.16787	-0.059751221	0.965260083
comp12597_c0_seq2_m.31282	-0.118619364	0.940584331
comp12597_c0_seq3_m.31283	-0.968003058	0.806093882
comp12597_c0_seq4_m.31285	-0.556340847	0.936506812
comp125971_c0_seq1_m.13550	-0.583953117	0.797549477
comp12598_c0_seq1_m.6288	3.591078323	5.80E-13
comp12599_c0_seq1_m.15352	-0.133386218	0.953719812
comp12600_c0_seq1_m.6289	-0.286813176	0.611742929
comp126007_c0_seq1_m.13551	-0.126225213	0.916994147
comp12602_c0_seq1_m.15729	-0.381120276	0.001418028
comp12604_c0_seq1_m.6290	0.060952693	0.985322998
