an_ric	gene
Mannua_Ricinus.5464.nuc comp17975_c0_seq1_m.9855
Mannua_Ricinus.5465.nuc comp17976_c0_seq1_m.9856
Mannua_Ricinus.5466.nuc comp17977_c0_seq1_m.9858
Mannua_Ricinus.5467.nuc comp17980_c0_seq1_m.9860
Mannua_Ricinus.5468.nuc comp17981_c0_seq2_m.37708
Mannua_Ricinus.5469.nuc comp17981_c0_seq3_m.37707
Mannua_Ricinus.547.nuc comp11038_c0_seq1_m.5188
Mannua_Ricinus.5470.nuc comp17982_c0_seq5_m.25936
Mannua_Ricinus.5471.nuc comp17983_c0_seq1_m.9862
Mannua_Ricinus.5472.nuc comp17984_c0_seq1_m.15972
Mannua_Ricinus.5473.nuc comp17986_c0_seq1_m.30007
Mannua_Ricinus.5474.nuc comp17987_c0_seq1_m.9863
Mannua_Ricinus.5475.nuc comp17989_c0_seq1_m.9865
Mannua_Ricinus.5476.nuc comp17991_c0_seq1_m.9867
Mannua_Ricinus.5477.nuc comp17992_c0_seq1_m.31619
Mannua_Ricinus.5478.nuc comp17993_c0_seq1_m.9869
Mannua_Ricinus.5479.nuc comp17995_c0_seq1_m.38546
Mannua_Ricinus.548.nuc comp11039_c0_seq1_m.5189
Mannua_Ricinus.5480.nuc comp179967_c0_seq1_m.14532
Mannua_Ricinus.5481.nuc comp17996_c0_seq1_m.22931
Mannua_Ricinus.5482.nuc comp17997_c0_seq1_m.9871
Mannua_Ricinus.5483.nuc comp18000_c0_seq1_m.24527
Mannua_Ricinus.5484.nuc comp18001_c0_seq1_m.25760
Mannua_Ricinus.5485.nuc comp18002_c0_seq2_m.17144
Mannua_Ricinus.5486.nuc comp18003_c0_seq1_m.9872
Mannua_Ricinus.5487.nuc comp18005_c0_seq1_m.23800
Mannua_Ricinus.5488.nuc comp18006_c0_seq1_m.9873
Mannua_Ricinus.5489.nuc comp18007_c0_seq1_m.23634
Mannua_Ricinus.549.nuc comp11042_c0_seq1_m.5192
Mannua_Ricinus.5490.nuc comp18008_c0_seq1_m.9874
Mannua_Ricinus.5491.nuc comp18011_c0_seq1_m.30439
Mannua_Ricinus.5492.nuc comp18012_c0_seq1_m.9875
Mannua_Ricinus.5493.nuc comp18014_c0_seq2_m.22295
Mannua_Ricinus.5494.nuc comp18015_c1_seq1_m.30073
Mannua_Ricinus.5495.nuc comp18017_c0_seq1_m.9878
Mannua_Ricinus.5496.nuc comp18018_c0_seq3_m.31953
Mannua_Ricinus.5497.nuc comp18019_c1_seq2_m.28892
Mannua_Ricinus.5498.nuc comp18020_c0_seq1_m.9879
Mannua_Ricinus.5499.nuc comp18021_c0_seq1_m.9881
Mannua_Ricinus.55.nuc comp10114_c0_seq1_m.23841
Mannua_Ricinus.550.nuc comp11043_c0_seq1_m.5194
Mannua_Ricinus.5500.nuc comp18023_c0_seq1_m.9882
Mannua_Ricinus.5501.nuc comp18024_c0_seq1_m.26604
Mannua_Ricinus.5502.nuc comp18025_c0_seq1_m.9884
Mannua_Ricinus.5503.nuc comp18026_c0_seq1_m.30024
Mannua_Ricinus.5504.nuc comp18027_c0_seq1_m.9886
Mannua_Ricinus.5505.nuc comp18028_c0_seq1_m.16468
Mannua_Ricinus.5506.nuc comp18029_c0_seq1_m.17435
Mannua_Ricinus.5507.nuc comp18029_c0_seq1_m.17436
Mannua_Ricinus.5508.nuc comp18030_c0_seq1_m.34808
Mannua_Ricinus.5509.nuc comp18030_c0_seq3_m.34811
Mannua_Ricinus.551.nuc comp11046_c0_seq1_m.37425
Mannua_Ricinus.5510.nuc comp18031_c0_seq1_m.9887
Mannua_Ricinus.5511.nuc comp18032_c0_seq2_m.27763
Mannua_Ricinus.5512.nuc comp18035_c0_seq1_m.9889
Mannua_Ricinus.5513.nuc comp18037_c0_seq1_m.36390
Mannua_Ricinus.5514.nuc comp18038_c0_seq1_m.9894
Mannua_Ricinus.5515.nuc comp18039_c0_seq1_m.32255
Mannua_Ricinus.5516.nuc comp18040_c0_seq1_m.9896
Mannua_Ricinus.5517.nuc comp18041_c0_seq1_m.9897
Mannua_Ricinus.5518.nuc comp18042_c0_seq2_m.37657
Mannua_Ricinus.5519.nuc comp18045_c0_seq1_m.30761
Mannua_Ricinus.552.nuc comp11048_c0_seq1_m.5197
Mannua_Ricinus.5520.nuc comp18046_c0_seq1_m.9900
Mannua_Ricinus.5521.nuc comp18047_c0_seq1_m.9901
Mannua_Ricinus.5522.nuc comp18048_c0_seq1_m.16474
Mannua_Ricinus.5523.nuc comp18049_c0_seq2_m.32635
Mannua_Ricinus.5524.nuc comp18050_c0_seq1_m.9904
Mannua_Ricinus.5525.nuc comp18051_c0_seq1_m.24230
Mannua_Ricinus.5526.nuc comp18053_c0_seq1_m.27635
Mannua_Ricinus.5527.nuc comp18053_c1_seq1_m.27636
Mannua_Ricinus.5528.nuc comp18054_c0_seq1_m.9905
Mannua_Ricinus.5529.nuc comp18056_c0_seq2_m.31065
Mannua_Ricinus.553.nuc comp11049_c0_seq1_m.35127
Mannua_Ricinus.5530.nuc comp18057_c0_seq2_m.33003
Mannua_Ricinus.5531.nuc comp18058_c0_seq2_m.32269
Mannua_Ricinus.5532.nuc comp18059_c0_seq1_m.9907
Mannua_Ricinus.5533.nuc comp18061_c0_seq1_m.16404
Mannua_Ricinus.5534.nuc comp18062_c0_seq1_m.30173
Mannua_Ricinus.5535.nuc comp18064_c0_seq2_m.36650
Mannua_Ricinus.5536.nuc comp18065_c0_seq2_m.38294
Mannua_Ricinus.5537.nuc comp18066_c0_seq1_m.34501
Mannua_Ricinus.5538.nuc comp18066_c0_seq7_m.34506
Mannua_Ricinus.5539.nuc comp18069_c0_seq1_m.9910
Mannua_Ricinus.554.nuc comp11051_c0_seq1_m.36419
Mannua_Ricinus.5540.nuc comp18070_c0_seq1_m.9911
Mannua_Ricinus.5541.nuc comp18074_c1_seq1_m.28285
Mannua_Ricinus.5542.nuc comp18075_c0_seq1_m.9913
Mannua_Ricinus.5543.nuc comp18076_c0_seq1_m.36550
Mannua_Ricinus.5544.nuc comp18077_c0_seq1_m.9915
Mannua_Ricinus.5545.nuc comp18078_c0_seq1_m.9918
Mannua_Ricinus.5546.nuc comp18079_c0_seq1_m.9920
Mannua_Ricinus.5547.nuc comp18080_c0_seq1_m.9922
Mannua_Ricinus.5548.nuc comp18081_c0_seq22_m.16781
Mannua_Ricinus.5549.nuc comp18083_c0_seq1_m.9925
Mannua_Ricinus.555.nuc comp11052_c0_seq1_m.5199
Mannua_Ricinus.5550.nuc comp18084_c0_seq1_m.9927
Mannua_Ricinus.5551.nuc comp18085_c0_seq3_m.34422
Mannua_Ricinus.5552.nuc comp18086_c0_seq1_m.18755
Mannua_Ricinus.5553.nuc comp18088_c0_seq1_m.9929
Mannua_Ricinus.5554.nuc comp18089_c0_seq1_m.9930
Mannua_Ricinus.5555.nuc comp18091_c0_seq1_m.34207
Mannua_Ricinus.5556.nuc comp18093_c0_seq1_m.16708
Mannua_Ricinus.5557.nuc comp18094_c0_seq2_m.30675
Mannua_Ricinus.5558.nuc comp18098_c0_seq4_m.18493
Mannua_Ricinus.5559.nuc comp18099_c0_seq1_m.19699
Mannua_Ricinus.556.nuc comp11054_c0_seq1_m.5201
Mannua_Ricinus.5560.nuc comp18100_c0_seq1_m.32218
Mannua_Ricinus.5561.nuc comp18101_c0_seq1_m.9940
Mannua_Ricinus.5562.nuc comp18103_c0_seq1_m.9944
Mannua_Ricinus.5563.nuc comp18104_c0_seq2_m.20539
Mannua_Ricinus.5564.nuc comp18106_c0_seq1_m.19568
Mannua_Ricinus.5565.nuc comp18107_c0_seq1_m.19356
Mannua_Ricinus.5566.nuc comp18107_c1_seq1_m.19358
Mannua_Ricinus.5567.nuc comp18108_c0_seq1_m.9945
Mannua_Ricinus.5568.nuc comp18111_c0_seq1_m.9949
Mannua_Ricinus.5569.nuc comp18113_c0_seq1_m.30810
Mannua_Ricinus.557.nuc comp11057_c0_seq1_m.5205
Mannua_Ricinus.5570.nuc comp18115_c0_seq1_m.9951
Mannua_Ricinus.5571.nuc comp18118_c0_seq1_m.9954
Mannua_Ricinus.5572.nuc comp18119_c0_seq1_m.9956
Mannua_Ricinus.5573.nuc comp18120_c0_seq1_m.9958
Mannua_Ricinus.5574.nuc comp18121_c0_seq1_m.17423
Mannua_Ricinus.5575.nuc comp18121_c0_seq2_m.17427
Mannua_Ricinus.5576.nuc comp18122_c0_seq1_m.9959
Mannua_Ricinus.5577.nuc comp18123_c0_seq2_m.25236
Mannua_Ricinus.5578.nuc comp18124_c0_seq1_m.35398
Mannua_Ricinus.5579.nuc comp18125_c0_seq1_m.9960
Mannua_Ricinus.558.nuc comp11058_c0_seq1_m.5207
Mannua_Ricinus.5580.nuc comp18126_c0_seq2_m.26406
Mannua_Ricinus.5581.nuc comp18127_c0_seq3_m.23775
Mannua_Ricinus.5582.nuc comp18128_c1_seq1_m.28731
Mannua_Ricinus.5583.nuc comp18129_c0_seq1_m.9961
Mannua_Ricinus.5584.nuc comp18130_c0_seq1_m.9963
Mannua_Ricinus.5585.nuc comp18131_c0_seq1_m.20091
Mannua_Ricinus.5586.nuc comp18134_c0_seq1_m.34875
Mannua_Ricinus.5587.nuc comp18134_c0_seq1_m.34876
Mannua_Ricinus.5588.nuc comp18134_c0_seq2_m.34878
Mannua_Ricinus.5589.nuc comp18135_c0_seq1_m.26278
Mannua_Ricinus.559.nuc comp11059_c0_seq1_m.5208
Mannua_Ricinus.5590.nuc comp18136_c0_seq1_m.18963
Mannua_Ricinus.5591.nuc comp18137_c0_seq2_m.26609
Mannua_Ricinus.5592.nuc comp18137_c0_seq3_m.26612
Mannua_Ricinus.5593.nuc comp18138_c0_seq1_m.9964
Mannua_Ricinus.5594.nuc comp18139_c0_seq1_m.9968
Mannua_Ricinus.5595.nuc comp18140_c0_seq1_m.9969
Mannua_Ricinus.5596.nuc comp18141_c0_seq1_m.9970
Mannua_Ricinus.5597.nuc comp18142_c0_seq1_m.9971
Mannua_Ricinus.5598.nuc comp18143_c0_seq1_m.15374
Mannua_Ricinus.5599.nuc comp18143_c0_seq2_m.15375
Mannua_Ricinus.56.nuc comp10115_c0_seq1_m.4569
Mannua_Ricinus.560.nuc comp11062_c0_seq1_m.5211
Mannua_Ricinus.5600.nuc comp18144_c0_seq1_m.28309
Mannua_Ricinus.5601.nuc comp18146_c0_seq1_m.9975
Mannua_Ricinus.5602.nuc comp18146_c0_seq1_m.9976
Mannua_Ricinus.5603.nuc comp18147_c0_seq2_m.19178
Mannua_Ricinus.5604.nuc comp18148_c0_seq1_m.9977
Mannua_Ricinus.5605.nuc comp18150_c0_seq1_m.9979
Mannua_Ricinus.5606.nuc comp18152_c0_seq1_m.9980
Mannua_Ricinus.5607.nuc comp18154_c0_seq1_m.9981
Mannua_Ricinus.5608.nuc comp18155_c1_seq2_m.26471
Mannua_Ricinus.5609.nuc comp18155_c1_seq7_m.26472
Mannua_Ricinus.561.nuc comp11065_c0_seq1_m.25272
Mannua_Ricinus.5610.nuc comp18156_c0_seq1_m.9982
Mannua_Ricinus.5611.nuc comp18157_c0_seq2_m.34778
Mannua_Ricinus.5612.nuc comp18158_c0_seq2_m.33093
Mannua_Ricinus.5613.nuc comp18159_c0_seq1_m.27432
Mannua_Ricinus.5614.nuc comp18159_c0_seq3_m.27436
Mannua_Ricinus.5615.nuc comp18160_c0_seq1_m.19731
Mannua_Ricinus.5616.nuc comp18161_c0_seq1_m.26943
Mannua_Ricinus.5617.nuc comp18162_c1_seq1_m.15940
Mannua_Ricinus.5618.nuc comp18163_c0_seq1_m.16542
Mannua_Ricinus.5619.nuc comp18164_c0_seq1_m.19527
Mannua_Ricinus.562.nuc comp11066_c0_seq1_m.5214
Mannua_Ricinus.5620.nuc comp18165_c0_seq1_m.9985
Mannua_Ricinus.5621.nuc comp18166_c0_seq1_m.34771
Mannua_Ricinus.5622.nuc comp18169_c0_seq1_m.29205
Mannua_Ricinus.5623.nuc comp18170_c0_seq1_m.9988
Mannua_Ricinus.5624.nuc comp18171_c0_seq11_m.27357
Mannua_Ricinus.5625.nuc comp18172_c0_seq1_m.16667
Mannua_Ricinus.5626.nuc comp18172_c1_seq1_m.16668
Mannua_Ricinus.5627.nuc comp18173_c0_seq1_m.9990
Mannua_Ricinus.5628.nuc comp18175_c0_seq1_m.9994
Mannua_Ricinus.5629.nuc comp18176_c0_seq1_m.9996
Mannua_Ricinus.563.nuc comp11067_c0_seq1_m.5215
Mannua_Ricinus.5630.nuc comp18177_c1_seq1_m.33805
Mannua_Ricinus.5631.nuc comp18177_c1_seq5_m.33808
Mannua_Ricinus.5632.nuc comp18178_c0_seq2_m.23965
Mannua_Ricinus.5633.nuc comp18179_c0_seq1_m.9997
Mannua_Ricinus.5634.nuc comp18180_c0_seq1_m.29620
Mannua_Ricinus.5635.nuc comp18180_c0_seq2_m.29623
Mannua_Ricinus.5636.nuc comp18181_c0_seq1_m.9999
Mannua_Ricinus.5637.nuc comp18182_c0_seq1_m.10002
Mannua_Ricinus.5638.nuc comp18184_c0_seq1_m.22000
Mannua_Ricinus.5639.nuc comp18185_c0_seq1_m.35145
Mannua_Ricinus.564.nuc comp11073_c0_seq1_m.5221
Mannua_Ricinus.5640.nuc comp18187_c1_seq1_m.17947
Mannua_Ricinus.5641.nuc comp18187_c2_seq1_m.17948
Mannua_Ricinus.5642.nuc comp18188_c0_seq2_m.22214
Mannua_Ricinus.5643.nuc comp18189_c0_seq2_m.16794
Mannua_Ricinus.5644.nuc comp18189_c0_seq3_m.16796
Mannua_Ricinus.5645.nuc comp18190_c0_seq1_m.35769
Mannua_Ricinus.5646.nuc comp18191_c0_seq2_m.15883
Mannua_Ricinus.5647.nuc comp18192_c0_seq1_m.26659
Mannua_Ricinus.5648.nuc comp18194_c0_seq4_m.20858
Mannua_Ricinus.5649.nuc comp18195_c0_seq3_m.26390
Mannua_Ricinus.565.nuc comp11074_c0_seq1_m.5223
Mannua_Ricinus.5650.nuc comp18197_c0_seq1_m.17084
Mannua_Ricinus.5651.nuc comp18197_c0_seq1_m.17085
Mannua_Ricinus.5652.nuc comp18198_c0_seq1_m.10008
Mannua_Ricinus.5653.nuc comp18199_c0_seq1_m.18541
Mannua_Ricinus.5654.nuc comp18199_c0_seq1_m.18542
Mannua_Ricinus.5655.nuc comp18199_c0_seq6_m.18551
Mannua_Ricinus.5656.nuc comp18200_c0_seq1_m.10009
Mannua_Ricinus.5657.nuc comp18202_c0_seq1_m.22458
Mannua_Ricinus.5658.nuc comp18203_c0_seq1_m.23060
Mannua_Ricinus.5659.nuc comp18208_c0_seq1_m.36725
Mannua_Ricinus.566.nuc comp11075_c0_seq1_m.37189
Mannua_Ricinus.5660.nuc comp18209_c0_seq1_m.25840
Mannua_Ricinus.5661.nuc comp18210_c0_seq10_m.28997
Mannua_Ricinus.5662.nuc comp18211_c0_seq1_m.30101
Mannua_Ricinus.5663.nuc comp18213_c0_seq1_m.10011
Mannua_Ricinus.5664.nuc comp18214_c0_seq1_m.23562
Mannua_Ricinus.5665.nuc comp18216_c0_seq1_m.10014
Mannua_Ricinus.5666.nuc comp18217_c0_seq1_m.17401
Mannua_Ricinus.5667.nuc comp18218_c2_seq1_m.30816
Mannua_Ricinus.5668.nuc comp18219_c0_seq1_m.25246
Mannua_Ricinus.5669.nuc comp18219_c0_seq1_m.25247
Mannua_Ricinus.567.nuc comp11078_c0_seq1_m.5225
Mannua_Ricinus.5670.nuc comp18219_c0_seq2_m.25248
Mannua_Ricinus.5671.nuc comp18220_c0_seq1_m.10016
Mannua_Ricinus.5672.nuc comp18224_c0_seq1_m.10022
Mannua_Ricinus.5673.nuc comp18225_c0_seq1_m.27311
Mannua_Ricinus.5674.nuc comp18226_c0_seq1_m.10023
Mannua_Ricinus.5675.nuc comp18228_c0_seq1_m.17079
Mannua_Ricinus.5676.nuc comp18228_c1_seq1_m.17081
Mannua_Ricinus.5677.nuc comp18229_c1_seq1_m.26635
Mannua_Ricinus.5678.nuc comp18230_c0_seq16_m.27907
Mannua_Ricinus.5679.nuc comp18231_c0_seq1_m.25575
Mannua_Ricinus.568.nuc comp11079_c0_seq1_m.5226
Mannua_Ricinus.5680.nuc comp18231_c0_seq3_m.25577
Mannua_Ricinus.5681.nuc comp18232_c1_seq1_m.23100
Mannua_Ricinus.5682.nuc comp18232_c1_seq8_m.23121
Mannua_Ricinus.5683.nuc comp18233_c0_seq1_m.10024
Mannua_Ricinus.5684.nuc comp18235_c0_seq1_m.10025
Mannua_Ricinus.5685.nuc comp18236_c0_seq1_m.17448
Mannua_Ricinus.5686.nuc comp18236_c0_seq2_m.17452
Mannua_Ricinus.5687.nuc comp18237_c0_seq1_m.25230
Mannua_Ricinus.5688.nuc comp18238_c0_seq1_m.17759
Mannua_Ricinus.5689.nuc comp18238_c0_seq2_m.17762
Mannua_Ricinus.569.nuc comp11083_c0_seq1_m.5228
Mannua_Ricinus.5690.nuc comp18239_c0_seq1_m.10026
Mannua_Ricinus.5691.nuc comp18240_c0_seq1_m.24607
Mannua_Ricinus.5692.nuc comp18244_c0_seq1_m.10030
Mannua_Ricinus.5693.nuc comp18245_c0_seq1_m.18482
Mannua_Ricinus.5694.nuc comp18246_c0_seq3_m.21572
Mannua_Ricinus.5695.nuc comp18247_c0_seq1_m.30863
Mannua_Ricinus.5696.nuc comp18248_c0_seq1_m.10032
Mannua_Ricinus.5697.nuc comp18249_c0_seq1_m.10033
Mannua_Ricinus.5698.nuc comp18250_c0_seq1_m.10036
Mannua_Ricinus.5699.nuc comp18252_c0_seq1_m.10041
Mannua_Ricinus.57.nuc comp10116_c0_seq1_m.4571
Mannua_Ricinus.570.nuc comp11084_c0_seq1_m.30297
Mannua_Ricinus.5700.nuc comp18254_c0_seq1_m.38190
Mannua_Ricinus.5701.nuc comp18255_c0_seq1_m.10042
Mannua_Ricinus.5702.nuc comp18256_c0_seq1_m.18072
Mannua_Ricinus.5703.nuc comp18257_c0_seq1_m.34155
Mannua_Ricinus.5704.nuc comp18260_c0_seq1_m.35424
Mannua_Ricinus.5705.nuc comp18261_c0_seq3_m.38530
Mannua_Ricinus.5706.nuc comp18262_c0_seq1_m.10045
Mannua_Ricinus.5707.nuc comp18263_c0_seq1_m.10047
Mannua_Ricinus.5708.nuc comp18267_c0_seq1_m.10050
Mannua_Ricinus.5709.nuc comp18268_c0_seq1_m.10053
Mannua_Ricinus.571.nuc comp11085_c0_seq2_m.33916
Mannua_Ricinus.5710.nuc comp18270_c0_seq11_m.39048
Mannua_Ricinus.5711.nuc comp18270_c0_seq2_m.39051
Mannua_Ricinus.5712.nuc comp18270_c0_seq5_m.39046
Mannua_Ricinus.5713.nuc comp18271_c0_seq16_m.35214
Mannua_Ricinus.5714.nuc comp18272_c0_seq4_m.16303
Mannua_Ricinus.5715.nuc comp18273_c0_seq1_m.10054
Mannua_Ricinus.5716.nuc comp18274_c0_seq7_m.32278
Mannua_Ricinus.5717.nuc comp18275_c0_seq1_m.37227
Mannua_Ricinus.5718.nuc comp18277_c0_seq1_m.10056
Mannua_Ricinus.5719.nuc comp18278_c0_seq3_m.20660
Mannua_Ricinus.572.nuc comp11089_c0_seq2_m.20130
Mannua_Ricinus.5720.nuc comp18279_c0_seq1_m.17617
Mannua_Ricinus.5721.nuc comp18281_c0_seq1_m.34754
Mannua_Ricinus.5722.nuc comp18283_c0_seq1_m.28716
Mannua_Ricinus.5723.nuc comp18284_c0_seq1_m.23080
Mannua_Ricinus.5724.nuc comp18287_c0_seq1_m.10057
Mannua_Ricinus.5725.nuc comp18288_c0_seq1_m.16558
Mannua_Ricinus.5726.nuc comp18290_c0_seq1_m.10060
Mannua_Ricinus.5727.nuc comp18291_c0_seq3_m.36308
Mannua_Ricinus.5728.nuc comp18292_c0_seq1_m.10062
Mannua_Ricinus.5729.nuc comp18295_c0_seq1_m.20879
Mannua_Ricinus.573.nuc comp11090_c0_seq1_m.5229
Mannua_Ricinus.5730.nuc comp18297_c0_seq1_m.25126
Mannua_Ricinus.5731.nuc comp18298_c0_seq1_m.38049
Mannua_Ricinus.5732.nuc comp18301_c0_seq1_m.30595
Mannua_Ricinus.5733.nuc comp18301_c0_seq6_m.30608
Mannua_Ricinus.5734.nuc comp18302_c0_seq1_m.10065
Mannua_Ricinus.5735.nuc comp18303_c0_seq1_m.10067
Mannua_Ricinus.5736.nuc comp18304_c0_seq1_m.20547
Mannua_Ricinus.5737.nuc comp18304_c0_seq1_m.20548
Mannua_Ricinus.5738.nuc comp18305_c0_seq1_m.18382
Mannua_Ricinus.5739.nuc comp18307_c0_seq1_m.10068
Mannua_Ricinus.574.nuc comp11091_c0_seq1_m.5230
Mannua_Ricinus.5740.nuc comp18308_c0_seq1_m.10070
Mannua_Ricinus.5741.nuc comp18309_c0_seq1_m.10073
Mannua_Ricinus.5742.nuc comp18310_c0_seq1_m.31224
Mannua_Ricinus.5743.nuc comp18311_c0_seq1_m.10075
Mannua_Ricinus.5744.nuc comp18312_c0_seq1_m.36377
Mannua_Ricinus.5745.nuc comp18313_c0_seq1_m.30312
Mannua_Ricinus.5746.nuc comp18314_c0_seq1_m.27780
Mannua_Ricinus.5747.nuc comp18316_c0_seq1_m.10076
Mannua_Ricinus.5748.nuc comp18317_c0_seq1_m.32830
Mannua_Ricinus.5749.nuc comp18317_c0_seq4_m.32833
Mannua_Ricinus.575.nuc comp11092_c0_seq1_m.35993
Mannua_Ricinus.5750.nuc comp18318_c0_seq1_m.31638
Mannua_Ricinus.5751.nuc comp18319_c0_seq1_m.25345
Mannua_Ricinus.5752.nuc comp18322_c0_seq1_m.27426
Mannua_Ricinus.5753.nuc comp18324_c0_seq1_m.22744
Mannua_Ricinus.5754.nuc comp18324_c0_seq1_m.22745
Mannua_Ricinus.5755.nuc comp18326_c0_seq1_m.31108
Mannua_Ricinus.5756.nuc comp18328_c0_seq2_m.34979
Mannua_Ricinus.5757.nuc comp18329_c0_seq1_m.32733
Mannua_Ricinus.5758.nuc comp18330_c0_seq1_m.16639
Mannua_Ricinus.5759.nuc comp18331_c0_seq1_m.21932
Mannua_Ricinus.576.nuc comp11096_c0_seq1_m.16507
Mannua_Ricinus.5760.nuc comp18332_c0_seq1_m.23596
Mannua_Ricinus.5761.nuc comp18334_c0_seq1_m.16504
Mannua_Ricinus.5762.nuc comp18335_c0_seq1_m.10079
Mannua_Ricinus.5763.nuc comp18337_c0_seq3_m.20351
Mannua_Ricinus.5764.nuc comp18338_c0_seq1_m.38096
Mannua_Ricinus.5765.nuc comp18339_c0_seq1_m.17954
Mannua_Ricinus.5766.nuc comp18340_c0_seq1_m.10082
Mannua_Ricinus.5767.nuc comp18341_c0_seq1_m.10083
Mannua_Ricinus.5768.nuc comp18342_c0_seq1_m.16700
Mannua_Ricinus.5769.nuc comp18343_c0_seq1_m.25447
Mannua_Ricinus.577.nuc comp11098_c0_seq1_m.5234
Mannua_Ricinus.5770.nuc comp18344_c0_seq1_m.27693
Mannua_Ricinus.5771.nuc comp18345_c0_seq1_m.20026
Mannua_Ricinus.5772.nuc comp18346_c0_seq1_m.32539
Mannua_Ricinus.5773.nuc comp18347_c0_seq1_m.10085
Mannua_Ricinus.5774.nuc comp18349_c0_seq2_m.36734
Mannua_Ricinus.5775.nuc comp18349_c0_seq3_m.36737
Mannua_Ricinus.5776.nuc comp18349_c0_seq5_m.36740
Mannua_Ricinus.5777.nuc comp18349_c0_seq6_m.36730
Mannua_Ricinus.5778.nuc comp18349_c2_seq2_m.36743
Mannua_Ricinus.5779.nuc comp18350_c0_seq1_m.10086
Mannua_Ricinus.578.nuc comp11100_c0_seq1_m.5235
Mannua_Ricinus.5780.nuc comp18351_c0_seq1_m.19746
Mannua_Ricinus.5781.nuc comp18352_c0_seq1_m.22917
Mannua_Ricinus.5782.nuc comp18353_c0_seq1_m.10089
Mannua_Ricinus.5783.nuc comp18355_c0_seq1_m.10090
Mannua_Ricinus.5784.nuc comp18357_c0_seq1_m.26933
Mannua_Ricinus.5785.nuc comp18357_c0_seq3_m.26936
Mannua_Ricinus.5786.nuc comp18358_c0_seq1_m.10092
Mannua_Ricinus.5787.nuc comp18359_c0_seq1_m.29230
Mannua_Ricinus.5788.nuc comp18360_c0_seq1_m.31698
Mannua_Ricinus.5789.nuc comp18361_c0_seq1_m.28422
Mannua_Ricinus.579.nuc comp11101_c0_seq1_m.25423
Mannua_Ricinus.5790.nuc comp18363_c1_seq2_m.20317
Mannua_Ricinus.5791.nuc comp18363_c2_seq1_m.20325
Mannua_Ricinus.5792.nuc comp18363_c4_seq1_m.20327
Mannua_Ricinus.5793.nuc comp18366_c0_seq1_m.10098
Mannua_Ricinus.5794.nuc comp18369_c0_seq2_m.34816
Mannua_Ricinus.5795.nuc comp18370_c2_seq12_m.38959
Mannua_Ricinus.5796.nuc comp18370_c2_seq17_m.38965
Mannua_Ricinus.5797.nuc comp18370_c2_seq1_m.38945
Mannua_Ricinus.5798.nuc comp18371_c0_seq11_m.23868
Mannua_Ricinus.5799.nuc comp18372_c0_seq1_m.22743
Mannua_Ricinus.58.nuc comp10117_c0_seq1_m.4573
Mannua_Ricinus.580.nuc comp11104_c0_seq1_m.5237
Mannua_Ricinus.5800.nuc comp18373_c0_seq1_m.33347
Mannua_Ricinus.5801.nuc comp18373_c0_seq1_m.33348
Mannua_Ricinus.5802.nuc comp18374_c0_seq1_m.10099
Mannua_Ricinus.5803.nuc comp18375_c0_seq2_m.38167
Mannua_Ricinus.5804.nuc comp18375_c0_seq5_m.38164
Mannua_Ricinus.5805.nuc comp18376_c0_seq1_m.31299
Mannua_Ricinus.5806.nuc comp18376_c0_seq1_m.31300
Mannua_Ricinus.5807.nuc comp18377_c0_seq1_m.30464
Mannua_Ricinus.5808.nuc comp18379_c0_seq1_m.21429
Mannua_Ricinus.5809.nuc comp18380_c0_seq1_m.34131
Mannua_Ricinus.581.nuc comp11105_c0_seq1_m.5238
Mannua_Ricinus.5810.nuc comp18382_c0_seq1_m.28408
Mannua_Ricinus.5811.nuc comp18382_c0_seq2_m.28410
Mannua_Ricinus.5812.nuc comp18384_c0_seq1_m.32171
Mannua_Ricinus.5813.nuc comp18387_c0_seq1_m.35776
Mannua_Ricinus.5814.nuc comp18389_c0_seq1_m.10100
Mannua_Ricinus.5815.nuc comp18390_c0_seq1_m.10103
Mannua_Ricinus.5816.nuc comp18391_c0_seq1_m.24583
Mannua_Ricinus.5817.nuc comp18391_c1_seq1_m.24587
Mannua_Ricinus.5818.nuc comp18392_c0_seq1_m.10105
Mannua_Ricinus.5819.nuc comp18393_c0_seq2_m.28265
Mannua_Ricinus.582.nuc comp11108_c0_seq1_m.27756
Mannua_Ricinus.5820.nuc comp18394_c0_seq1_m.20466
Mannua_Ricinus.5821.nuc comp18395_c0_seq1_m.10106
Mannua_Ricinus.5822.nuc comp18396_c0_seq1_m.35517
Mannua_Ricinus.5823.nuc comp18398_c0_seq1_m.33389
Mannua_Ricinus.5824.nuc comp18401_c0_seq2_m.34683
Mannua_Ricinus.5825.nuc comp18402_c0_seq1_m.10113
Mannua_Ricinus.5826.nuc comp18403_c0_seq1_m.10118
Mannua_Ricinus.5827.nuc comp18404_c0_seq1_m.10119
Mannua_Ricinus.5828.nuc comp18405_c0_seq1_m.10121
Mannua_Ricinus.5829.nuc comp18406_c0_seq2_m.17779
Mannua_Ricinus.583.nuc comp11109_c0_seq1_m.5240
Mannua_Ricinus.5830.nuc comp18407_c0_seq1_m.25222
Mannua_Ricinus.5831.nuc comp18409_c0_seq1_m.16098
Mannua_Ricinus.5832.nuc comp18410_c0_seq1_m.10123
Mannua_Ricinus.5833.nuc comp18413_c0_seq1_m.10124
Mannua_Ricinus.5834.nuc comp18414_c0_seq1_m.39146
